pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_eqt,st_rad,st_mass,st_teff,sy_dist,ra,dec,download_date
Kepler-1486 b,Kepler-1486,1,1,Transit,2016,54.6495759,0.2846,2.32,0.20697654,,,538.0,1.12,1.08,5965.0,1769.14,290.5903907,45.4396955,2025-08-09T19:18:00.763103
Kepler-1487 b,Kepler-1487,1,2,Transit,2016,7.31946363,0.0898,2.13,0.19002587,,,1682.0,1.63,1.38,6541.0,1014.62,295.4980737,38.6444499,2025-08-09T19:18:00.763105
Kepler-1487 c,Kepler-1487,1,2,Transit,2023,35.8007112,0.2588,7.97,0.711037,,,991.0,3.955,1.801,5745.0,1014.62,295.4980737,38.6444499,2025-08-09T19:18:00.763106
Kepler-1488 c,Kepler-1488,1,2,Transit,2021,6.158269882,0.06959,1.65156749,0.14734324,,,1212.0,1.524,1.003,5710.0,905.825,286.6464265,49.9377735,2025-08-09T19:18:00.763107
Kepler-1488 b,Kepler-1488,1,2,Transit,2016,39.8189932,0.24153,1.86,0.16593809,,,650.0,1.31,1.05,5820.0,905.825,286.6464265,49.9377735,2025-08-09T19:18:00.763109
Kepler-1489 b,Kepler-1489,1,2,Transit,2016,82.294751,0.3679,1.77,0.15790882,,,400.0,0.9,0.93,5655.0,1283.05,281.2957984,44.4654063,2025-08-09T19:18:00.763111
Kepler-149 b,Kepler-149,1,3,Transit,2014,29.198943,0.184,4.21,0.376,,,540.0,0.953,1.013,5381.0,571.034,285.8537014,38.3840916,2025-08-09T19:18:00.763113
Kepler-149 c,Kepler-149,1,3,Transit,2014,55.328328,0.281,1.61,0.144,,,436.0,0.953,1.013,5381.0,571.034,285.8537014,38.3840916,2025-08-09T19:18:00.763114
Kepler-149 d,Kepler-149,1,3,Transit,2014,160.018032,0.571,3.96,0.353,,,306.0,0.953,1.013,5381.0,571.034,285.8537014,38.3840916,2025-08-09T19:18:00.763115
Kepler-1490 b,Kepler-1490,1,1,Transit,2016,92.4362973,0.3729,3.04,0.27121063,,,348.0,0.87,0.9,5515.0,862.92,295.6935734,42.6094543,2025-08-09T19:18:00.763117
Kepler-1491 b,Kepler-1491,1,2,Transit,2016,16.5861762,0.127,1.51,0.13471318,,,821.0,0.99,1.0,5728.0,2065.59,293.6297645,45.7406293,2025-08-09T19:18:00.763118
Kepler-1491 c,Kepler-1491,1,2,Transit,2023,61.569765,0.3045,2.44,0.21768259,,,530.0,1.389,0.991,5626.0,2065.59,293.6297645,45.7406293,2025-08-09T19:18:00.763120
Kepler-1492 b,Kepler-1492,1,1,Transit,2016,16.75255007,0.1262,1.49,0.1329289,,,801.0,0.72,0.77,4712.0,331.553,288.5970695,41.0363254,2025-08-09T19:18:00.763121
Kepler-1493 b,Kepler-1493,1,1,Transit,2016,15.0217983,0.1197,1.41,0.12579177,,,874.0,1.29,1.06,5863.0,555.051,288.5493683,38.5651973,2025-08-09T19:18:00.763122
Kepler-1494 b,Kepler-1494,1,1,Transit,2016,91.080482,0.3982,3.07,0.27388706,,,415.0,0.94,0.96,5659.0,1285.48,282.6573891,43.1625334,2025-08-09T19:18:00.763124
Kepler-1495 b,Kepler-1495,1,1,Transit,2016,85.273256,0.3677,2.94,0.26228923,,,443.0,1.04,1.03,5831.0,1355.54,286.1306907,38.7795494,2025-08-09T19:18:00.763125
Kepler-1496 b,Kepler-1496,1,1,Transit,2016,64.6588017,0.3211,2.22,0.19805513,,,535.0,1.27,1.18,6182.0,1307.66,293.9739359,45.3507167,2025-08-09T19:18:00.763126
Kepler-1497 b,Kepler-1497,1,1,Transit,2016,8.74199772,0.0817,1.66,0.14809528,,,924.0,0.95,0.96,5675.0,1122.0,296.196155,45.6343124,2025-08-09T19:18:00.763128
Kepler-1498 b,Kepler-1498,1,1,Transit,2016,48.051405,0.2528,1.33,0.11865465,,,564.0,0.81,0.86,5256.0,740.0,284.7780883,44.9167513,2025-08-09T19:18:00.763130
Kepler-1499 b,Kepler-1499,1,1,Transit,2016,44.2008,0.23225,1.19,0.10616469,,,409.0,0.78,0.82,5097.0,309.869,283.986348,41.6505091,2025-08-09T19:18:00.763131
Kepler-15 b,Kepler-15,1,1,Transit,2011,4.942782,0.05714,10.76,0.96,209.76,0.66,1251.0,0.992,1.018,5515.0,739.412,296.2005506,49.1400304,2025-08-09T19:18:00.763132
Kepler-150 b,Kepler-150,1,5,Transit,2014,3.428054,0.044,1.25,0.112,,,1131.0,0.939,0.956,5560.0,891.092,288.2341025,40.520897,2025-08-09T19:18:00.763134
Kepler-150 c,Kepler-150,1,5,Transit,2014,7.381998,0.073,3.69,0.329,,,876.0,0.939,0.956,5560.0,891.092,288.2341025,40.520897,2025-08-09T19:18:00.763135
Kepler-150 d,Kepler-150,1,5,Transit,2014,12.56093,0.104,2.79,0.249,,,734.0,0.939,0.956,5560.0,891.092,288.2341025,40.520897,2025-08-09T19:18:00.763137
Kepler-150 e,Kepler-150,1,5,Transit,2014,30.826557,0.189,3.12,0.278,,,544.0,0.939,0.956,5560.0,891.092,288.2341025,40.520897,2025-08-09T19:18:00.763138
Kepler-150 f,Kepler-150,1,5,Transit,2017,637.2093,1.24,3.64,0.32473905,,,,0.905339,0.97,5528.0,891.092,288.2341025,40.520897,2025-08-09T19:18:00.763139
Kepler-1500 b,Kepler-1500,1,1,Transit,2016,15.0330105,0.1236,1.2,0.10705683,,,928.0,1.0,1.0,5845.0,1217.82,288.883474,39.7446547,2025-08-09T19:18:00.763141
Kepler-1501 b,Kepler-1501,1,1,Transit,2016,14.5564533,0.11592,1.56,0.13917388,,,787.0,1.3,1.2,6229.0,749.06,289.918589,42.001428,2025-08-09T19:18:00.763142
Kepler-1502 b,Kepler-1502,1,1,Transit,2016,41.7083629,0.2482,3.18,0.2837006,,,608.0,1.72,1.44,6666.0,1514.02,296.1079271,39.3199201,2025-08-09T19:18:00.763143
Kepler-1503 b,Kepler-1503,1,1,Transit,2016,96.16987,0.3771,2.27,0.20251584,,,321.0,0.74,0.77,5069.0,1225.57,293.7271604,42.8067119,2025-08-09T19:18:00.763145
Kepler-1504 b,Kepler-1504,1,1,Transit,2016,82.304003,0.3704,2.13,0.19002587,,,485.0,0.81,0.85,5393.0,2435.94,289.7119947,50.1282265,2025-08-09T19:18:00.763146
Kepler-1505 b,Kepler-1505,1,1,Transit,2016,30.8609366,0.18298,0.93,0.08296904,,,525.0,0.86,0.93,5686.0,495.148,292.0020614,41.7869639,2025-08-09T19:18:00.763148
Kepler-1506 b,Kepler-1506,1,1,Transit,2016,14.0329154,0.1168,1.32,0.11776251,,,783.0,0.93,0.95,5676.0,2366.02,290.1498822,41.4645625,2025-08-09T19:18:00.763149
Kepler-1507 b,Kepler-1507,1,1,Transit,2016,16.0506213,0.11946,0.84,0.07493978,,,630.0,0.85,0.89,5410.0,320.478,288.5616269,46.5361247,2025-08-09T19:18:00.763151
Kepler-1508 b,Kepler-1508,1,1,Transit,2016,20.7056504,0.1629,1.33,0.11865465,,,967.0,1.22,1.14,6158.0,1260.28,298.1188802,40.3750316,2025-08-09T19:18:00.763152
Kepler-1509 b,Kepler-1509,1,1,Transit,2016,25.4338197,0.1707,1.85,0.16504595,,,667.0,0.99,1.0,5780.0,2002.96,283.7977792,46.9310139,2025-08-09T19:18:00.763153
Kepler-151 b,Kepler-151,1,2,Transit,2014,15.228958,0.116,3.06,0.273,,,639.0,0.83,0.87,5460.0,649.919,292.1627933,41.0231947,2025-08-09T19:18:00.763155
Kepler-151 c,Kepler-151,1,2,Transit,2014,24.674612,0.16,2.09,0.186,,,544.0,0.83,0.87,5460.0,649.919,292.1627933,41.0231947,2025-08-09T19:18:00.763156
Kepler-1510 b,Kepler-1510,1,1,Transit,2016,84.703921,0.4089,3.36,0.29975912,,,537.0,1.28,1.19,6200.0,1696.25,298.9591432,48.2578295,2025-08-09T19:18:00.763157
Kepler-1511 b,Kepler-1511,1,1,Transit,2016,23.2382792,0.1753,1.68,0.14987956,,,903.0,1.29,1.17,6064.0,1475.6,288.4211892,43.179773,2025-08-09T19:18:00.763159
Kepler-1512 b,Kepler-1512,1,1,Transit,2016,20.35972599,0.13693,1.18,0.10527255,,,322.0,0.67,0.73,4372.0,162.0,289.2744976,44.4704056,2025-08-09T19:18:00.763161
Kepler-1513 b,Kepler-1513,1,2,Transit,2016,160.8842,0.56971,8.594,0.76670665,48.309917864,0.152,346.0,0.95,0.943,5491.0,349.247,289.7917561,39.2852655,2025-08-09T19:18:00.763162
Kepler-1514 c,Kepler-1514,1,2,Transit,2020,10.514181,0.0997,1.1758241,0.1049,,,1066.0,1.289,1.196,6145.0,397.292,292.6274943,37.8601653,2025-08-09T19:18:00.763163
Kepler-1514 b,Kepler-1514,1,2,Transit,2016,217.83184,0.753,12.419572,1.108,1678.1424,5.28,387.9,1.289,1.196,6145.0,397.292,292.6274943,37.8601653,2025-08-09T19:18:00.763165
Kepler-1515 b,Kepler-1515,1,1,Transit,2016,214.3114164,0.75235,9.55,0.85199393,,,380.0,1.41,1.3,6511.0,539.321,290.9739057,48.1782059,2025-08-09T19:18:00.763166
Kepler-1516 b,Kepler-1516,1,1,Transit,2016,7.25931979,0.0718,1.75,0.15612454,,,967.0,1.07,1.04,5904.0,1358.95,291.4945795,44.5234227,2025-08-09T19:18:00.763168
Kepler-1517 b,Kepler-1517,1,1,Transit,2016,5.546083665,0.078,9.76,0.87072888,,,2336.0,1.95,1.58,7010.0,847.299,287.8072115,43.1888008,2025-08-09T19:18:00.763170
Kepler-1518 b,Kepler-1518,1,2,Transit,2016,5.11177904,0.0593,3.05,0.27210277,,,1351.0,1.88,1.54,6846.0,903.51,300.3323404,44.9861065,2025-08-09T19:18:00.763171
Kepler-1518 c,Kepler-1518,1,2,Transit,2023,9.6310258,0.0905,2.9,0.25872112,,,1094.0,1.345,1.06,6432.0,903.51,300.3323404,44.9861065,2025-08-09T19:18:00.763173
Kepler-1519 b,Kepler-1519,1,1,Transit,2016,240.7989397,0.7655,7.06,0.62985101,,,342.0,0.91,0.94,5644.0,1441.63,296.6679448,49.4617774,2025-08-09T19:18:00.763174
Kepler-152 b,Kepler-152,1,2,Transit,2014,18.207973,0.124,2.79,0.249,,,551.0,0.724,0.779,5088.0,441.09,286.8653826,41.9889571,2025-08-09T19:18:00.763175
Kepler-152 c,Kepler-152,1,2,Transit,2014,88.255055,0.356,2.39,0.213,,,326.0,0.724,0.779,5088.0,441.09,286.8653826,41.9889571,2025-08-09T19:18:00.763177
Kepler-1520 b,Kepler-1520,1,1,Transit,2016,0.653553572,0.0129,5.77,0.51476492,,,1437.0,0.71,0.76,4677.0,607.917,290.9662102,51.5047656,2025-08-09T19:18:00.763178
Kepler-1521 b,Kepler-1521,1,1,Transit,2016,47.14840805,0.23476,2.5,0.22303506,,,391.0,0.76,0.81,5042.0,206.983,292.6903779,37.8350549,2025-08-09T19:18:00.763180
Kepler-1522 b,Kepler-1522,1,1,Transit,2016,1.847889171,0.0288,1.73,0.15434026,,,1374.0,0.93,0.96,5706.0,814.125,289.8432347,52.0702094,2025-08-09T19:18:00.763181
Kepler-1523 b,Kepler-1523,1,1,Transit,2016,0.93875077,0.01867,1.58,0.14095816,,,1676.0,0.96,0.97,5708.0,865.596,296.0540705,45.8270447,2025-08-09T19:18:00.763182
Kepler-1524 b,Kepler-1524,1,1,Transit,2016,70.9674603,0.3392,3.54,0.31581765,,,438.0,1.25,1.17,6179.0,381.773,293.8853557,39.5198348,2025-08-09T19:18:00.763184
Kepler-1525 b,Kepler-1525,1,1,Transit,2016,2.416601183,0.03557,0.91,0.08118476,,,1343.0,1.04,1.07,5748.0,382.989,290.5594479,49.9428629,2025-08-09T19:18:00.763185
Kepler-1526 b,Kepler-1526,1,1,Transit,2016,3.908632005,0.0418,2.43,0.21679008,,,787.0,0.69,0.73,4601.0,555.574,285.1197266,38.8664618,2025-08-09T19:18:00.763187
Kepler-1527 b,Kepler-1527,1,1,Transit,2016,160.129918,0.6276,4.77,0.4255509,,,450.0,1.32,1.21,6224.0,1842.13,297.4144457,46.0608077,2025-08-09T19:18:00.763188
Kepler-1528 b,Kepler-1528,1,1,Transit,2016,1.791110205,0.0296,1.46,0.13025248,,,1549.0,1.03,1.03,5857.0,817.534,287.4029864,46.5740084,2025-08-09T19:18:00.763189
Kepler-1529 b,Kepler-1529,1,1,Transit,2016,5.33905686,0.0525,2.1,0.18734945,,,817.0,0.77,0.81,5048.0,661.014,289.8707469,41.0407482,2025-08-09T19:18:00.763191
Kepler-153 b,Kepler-153,1,2,Transit,2014,18.870227,0.129,2.92,0.261,,,621.0,0.892,0.756,5404.0,459.368,282.460502,48.2570293,2025-08-09T19:18:00.763193
Kepler-153 c,Kepler-153,1,2,Transit,2014,46.90232,0.237,2.53,0.226,,,458.0,0.892,0.756,5404.0,459.368,282.460502,48.2570293,2025-08-09T19:18:00.763194
Kepler-1530 b,Kepler-1530,1,3,Transit,2016,2.5904434,0.03553,1.64,0.146311,,,1484.0,0.88,0.92,5477.0,489.876,288.1624396,48.165153,2025-08-09T19:18:00.763195
Kepler-1530 c,Kepler-1530,1,3,Transit,2016,5.3227406,0.05744,1.65,0.14720314,,,1167.0,0.88,0.92,5477.0,489.876,288.1624396,48.165153,2025-08-09T19:18:00.763197
Kepler-1530 d,Kepler-1530,1,3,Transit,2021,9.20761013,0.08276,3.27870115,0.29250663,,,972.0,1.303,1.015,5678.0,489.876,288.1624396,48.165153,2025-08-09T19:18:00.763198
Kepler-1531 b,Kepler-1531,1,1,Transit,2016,1.138543376,0.02204,1.11,0.09902757,,,2537.0,1.27,1.16,6260.0,666.334,285.146622,39.3708055,2025-08-09T19:18:00.763200
Kepler-1532 b,Kepler-1532,1,1,Transit,2016,1.093663559,0.0206,1.35,0.12043893,,,1681.0,0.88,0.91,5559.0,798.246,296.902784,41.1981424,2025-08-09T19:18:00.763201
Kepler-1533 b,Kepler-1533,1,1,Transit,2016,308.5471,0.93416,3.46,0.30868052,,,330.0,1.51,1.31,6431.0,966.801,295.9755645,44.7133739,2025-08-09T19:18:00.763202
Kepler-1534 b,Kepler-1534,1,1,Transit,2016,5.71668872,0.0599,1.89,0.16861451,,,955.0,0.86,0.9,5442.0,1107.0,292.395373,43.8691326,2025-08-09T19:18:00.763204
Kepler-1535 b,Kepler-1535,1,1,Transit,2016,138.9442,0.5329,2.55,0.22749576,,,384.0,1.11,1.08,6021.0,897.733,286.613685,38.8919507,2025-08-09T19:18:00.763205
Kepler-1536 b,Kepler-1536,1,1,Transit,2016,364.758031,0.8507,3.14,0.28013204,,,166.0,0.67,0.71,4434.0,387.248,291.5852554,45.7158742,2025-08-09T19:18:00.763206
Kepler-1537 b,Kepler-1537,1,1,Transit,2016,1.444453798,0.0245,1.18,0.10527255,,,1800.0,0.77,0.81,5079.0,517.292,294.3853917,43.8254461,2025-08-09T19:18:00.763208
Kepler-1538 b,Kepler-1538,1,1,Transit,2016,175.138819,0.6095,2.82,0.25158355,,,346.0,1.03,1.03,5837.0,1125.3,283.345611,45.2743573,2025-08-09T19:18:00.763209
Kepler-1539 b,Kepler-1539,1,1,Transit,2016,133.3036741,0.4765,2.7,0.24087787,,,301.0,0.8,0.84,5176.0,748.326,284.2194566,44.2685146,2025-08-09T19:18:00.763211
Kepler-154 e,Kepler-154,1,5,Transit,2016,3.93276465,0.04766,1.5,0.13382104,,,1140.0,0.98,0.98,5769.0,915.212,289.7805393,49.8965624,2025-08-09T19:18:00.763212
Kepler-154 f,Kepler-154,1,5,Transit,2016,9.91935684,0.08832,1.5,0.13382104,,,838.0,0.98,0.98,5769.0,915.212,289.7805393,49.8965624,2025-08-09T19:18:00.763213
Kepler-154 d,Kepler-154,1,5,Transit,2016,20.54981883,0.14354,3.84,0.34258185,,,657.0,0.98,0.98,5769.0,915.212,289.7805393,49.8965624,2025-08-09T19:18:00.763215
Kepler-154 b,Kepler-154,1,5,Transit,2014,33.040532,0.198,2.26,0.202,,,561.0,1.001,0.933,5690.0,915.212,289.7805393,49.8965624,2025-08-09T19:18:00.763216
Kepler-154 c,Kepler-154,1,5,Transit,2014,62.303276,0.303,2.95,0.263,,,454.0,1.001,0.933,5690.0,915.212,289.7805393,49.8965624,2025-08-09T19:18:00.763218
Kepler-1540 b,Kepler-1540,2,1,Transit,2016,125.4131177,0.4426,2.49,0.22214292,,,266.0,0.69,0.74,4540.0,244.96,283.3445555,41.2017544,2025-08-09T19:18:00.763219
Kepler-1541 b,Kepler-1541,1,1,Transit,2016,8.40691199,0.07555,1.16,0.10348827,,,1048.0,0.81,0.86,5282.0,416.692,283.7870875,48.0296019,2025-08-09T19:18:00.763221
Kepler-1542 c,Kepler-1542,1,4,Transit,2016,2.89223021,0.0387,0.65,0.05798912,,,1287.0,0.99,0.94,5564.0,399.114,285.7284757,42.6544651,2025-08-09T19:18:00.763222
Kepler-1542 b,Kepler-1542,1,4,Transit,2016,3.95116882,0.04765,0.76,0.06780266,,,1160.0,0.99,0.94,5564.0,399.114,285.7284757,42.6544651,2025-08-09T19:18:00.763223
Kepler-1542 e,Kepler-1542,1,4,Transit,2016,5.10115756,0.05649,0.76,0.06780266,,,1065.0,0.99,0.94,5564.0,399.114,285.7284757,42.6544651,2025-08-09T19:18:00.763226
Kepler-1542 d,Kepler-1542,1,4,Transit,2016,5.99273738,0.0629,0.87,0.0776162,,,1010.0,0.99,0.94,5564.0,399.114,285.7284757,42.6544651,2025-08-09T19:18:00.763227
Kepler-1543 b,Kepler-1543,1,1,Transit,2016,6.96710269,0.0867,2.71,0.24177001,,,1774.0,1.65,1.39,6561.0,921.784,297.1242915,47.0369876,2025-08-09T19:18:00.763229
Kepler-1544 b,Kepler-1544,1,1,Transit,2016,168.811174,0.54465,1.78,0.15880096,,,269.0,0.74,0.81,4886.0,335.09,297.2852168,49.2124526,2025-08-09T19:18:00.763230
Kepler-1545 b,Kepler-1545,1,1,Transit,2016,163.692349,0.5442,2.7,0.24087787,,,274.0,0.8,0.84,5201.0,729.964,298.8988313,47.4630696,2025-08-09T19:18:00.763232
Kepler-1546 b,Kepler-1546,1,1,Transit,2016,19.5974971,0.1366,3.13,0.2792399,,,671.0,0.93,0.95,5623.0,931.956,297.5839183,41.5411993,2025-08-09T19:18:00.763233
Kepler-1547 b,Kepler-1547,1,1,Transit,2016,0.692979676,0.01556,0.9,0.08029262,,,3186.0,1.18,1.12,6078.0,674.695,283.7640396,42.2220992,2025-08-09T19:18:00.763234
Kepler-1548 b,Kepler-1548,1,1,Transit,2016,124.828679,0.4679,2.64,0.23552502,,,350.0,0.97,0.99,5706.0,872.279,287.4711817,46.0805706,2025-08-09T19:18:00.763236
Kepler-1549 b,Kepler-1549,1,1,Transit,2016,214.886545,0.6687,2.57,0.22928004,,,286.0,0.84,0.88,5324.0,803.052,286.0524399,39.0960281,2025-08-09T19:18:00.763237
Kepler-155 b,Kepler-155,1,2,Transit,2014,5.931194,0.056,2.09,0.186,,,614.0,0.62,0.635,4508.0,293.499,288.4957831,51.0819286,2025-08-09T19:18:00.763239
Kepler-155 c,Kepler-155,1,2,Transit,2014,52.661793,0.242,2.24,0.2,,,286.0,0.62,0.635,4508.0,293.499,288.4957831,51.0819286,2025-08-09T19:18:00.763240
Kepler-1550 b,Kepler-1550,1,1,Transit,2016,225.582809,0.7681,3.02,0.26942635,,,348.0,1.11,1.07,5991.0,1179.01,287.7646113,38.2947076,2025-08-09T19:18:00.763241
Kepler-1551 b,Kepler-1551,1,1,Transit,2016,24.4973698,0.1772,2.66,0.23730931,,,722.0,1.22,1.14,6136.0,1463.72,295.7855238,39.9078956,2025-08-09T19:18:00.763243
Kepler-1552 b,Kepler-1552,1,1,Transit,2016,184.771853,0.6011,2.47,0.22035864,,,268.0,0.78,0.85,5202.0,769.096,291.6768669,38.8749152,2025-08-09T19:18:00.763244
Kepler-1553 b,Kepler-1553,1,1,Transit,2016,4.24261881,0.0481,1.15,0.10259613,,,926.0,0.81,0.85,5288.0,692.594,291.9191348,39.0221769,2025-08-09T19:18:00.763245
Kepler-1554 b,Kepler-1554,1,1,Transit,2016,198.088774,0.59527,2.9,0.25872067,,,288.0,0.81,0.84,5297.0,946.847,286.576016,41.7415762,2025-08-09T19:18:00.763247
Kepler-1555 b,Kepler-1555,1,1,Transit,2016,8.10501635,0.0805,1.61,0.14363458,,,959.0,1.06,1.04,5866.0,2013.27,287.6354587,45.7160327,2025-08-09T19:18:00.763248
Kepler-1556 b,Kepler-1556,1,1,Transit,2016,8.82713457,0.0829,1.96,0.17485949,,,797.0,0.95,0.97,5608.0,944.54,288.3969751,40.2131892,2025-08-09T19:18:00.763250
Kepler-1557 b,Kepler-1557,1,1,Transit,2016,3.74032496,0.049,1.53,0.13649746,,,1287.0,1.17,1.11,6099.0,1380.16,293.8813592,46.8388172,2025-08-09T19:18:00.763251
Kepler-1558 b,Kepler-1558,1,1,Transit,2016,3.50470358,0.04278,0.68,0.06066554,,,1019.0,0.79,0.83,5101.0,325.737,286.8194349,46.9117837,2025-08-09T19:18:00.763253
Kepler-1559 b,Kepler-1559,1,1,Transit,2016,0.971915428,0.01835,0.72,0.0642341,,,1609.0,0.82,0.86,5316.0,614.827,292.2866565,42.0725948,2025-08-09T19:18:00.763254
Kepler-156 b,Kepler-156,1,2,Transit,2014,4.973456,0.054,2.3,0.205,,,867.0,0.807,0.864,5094.0,443.483,290.2964214,37.7494271,2025-08-09T19:18:00.763255
Kepler-156 c,Kepler-156,1,2,Transit,2014,15.906801,0.117,2.55,0.227,,,588.0,0.807,0.864,5094.0,443.483,290.2964214,37.7494271,2025-08-09T19:18:00.763257
Kepler-1560 b,Kepler-1560,1,1,Transit,2016,3.03195744,0.04175,0.89,0.07940048,,,1269.0,1.02,1.02,5815.0,502.497,292.7846013,43.21601,2025-08-09T19:18:00.763258
Kepler-1561 b,Kepler-1561,1,1,Transit,2016,1.005207007,0.0194,1.09,0.09724329,,,1682.0,1.11,1.07,5957.0,839.076,296.9235822,43.5664628,2025-08-09T19:18:00.763260
Kepler-1562 b,Kepler-1562,1,1,Transit,2016,64.2737752,0.3308,3.55,0.31670979,,,554.0,1.05,1.02,5760.0,2060.72,294.4556567,46.7435353,2025-08-09T19:18:00.763261
Kepler-1563 b,Kepler-1563,1,1,Transit,2016,3.43276598,0.0442,0.75,0.06691052,,,1134.0,0.99,1.0,5765.0,616.697,288.5735936,51.4727698,2025-08-09T19:18:00.763262
Kepler-1564 b,Kepler-1564,1,1,Transit,2016,18.0540381,0.1327,1.47,0.13114462,,,635.0,0.9,0.93,5528.0,908.805,290.5861316,46.6427486,2025-08-09T19:18:00.763264
Kepler-1565 b,Kepler-1565,1,1,Transit,2016,1.538188437,0.0241,1.19,0.10616469,,,1234.0,0.73,0.76,4940.0,629.93,297.9529793,40.8067876,2025-08-09T19:18:00.763265
Kepler-1566 b,Kepler-1566,1,1,Transit,2016,0.539915238,0.01198,0.79,0.07047908,,,1871.0,0.81,0.84,5254.0,466.586,283.5875459,40.5749018,2025-08-09T19:18:00.763267
Kepler-1567 b,Kepler-1567,1,1,Transit,2016,153.979578,0.552,2.73,0.24355429,,,330.0,0.93,0.95,5655.0,1206.11,286.695153,40.2918894,2025-08-09T19:18:00.763268
Kepler-1568 b,Kepler-1568,1,1,Transit,2016,20.925392,0.15157,1.3,0.11597823,,,729.0,1.19,1.09,5956.0,916.313,289.1826808,47.8733301,2025-08-09T19:18:00.763269
Kepler-1569 b,Kepler-1569,1,1,Transit,2016,5.79180156,0.06669,1.68,0.14987956,,,1222.0,1.4,1.25,6319.0,945.454,292.2046748,37.2212065,2025-08-09T19:18:00.763271
Kepler-157 b,Kepler-157,1,3,Transit,2014,1.732342,0.028,1.32,0.118,,,1546.0,1.044,0.95,5774.0,773.713,291.0972257,38.8756049,2025-08-09T19:18:00.763272
Kepler-157 d,Kepler-157,1,3,Transit,2016,7.02573474,0.0706,1.46,0.13025248,,,969.0,1.03,1.02,5866.0,773.713,291.0972257,38.8756049,2025-08-09T19:18:00.763274
Kepler-157 c,Kepler-157,1,3,Transit,2014,13.5405,0.11,2.24,0.2,,,779.0,1.044,0.95,5774.0,773.713,291.0972257,38.8756049,2025-08-09T19:18:00.763275
Kepler-1570 b,Kepler-1570,1,1,Transit,2016,26.548955,0.16699,1.07,0.09545901,,,836.0,0.89,0.92,5550.0,918.995,299.8617842,45.8274232,2025-08-09T19:18:00.763276
Kepler-1571 b,Kepler-1571,1,1,Transit,2016,3.38555488,0.04287,1.52,0.13560532,,,1476.0,1.39,1.23,6297.0,675.303,300.9354067,45.5964836,2025-08-09T19:18:00.763278
Kepler-1572 b,Kepler-1572,1,1,Transit,2016,5.49548621,0.05838,0.94,0.08386118,,,1293.0,0.95,0.97,5618.0,946.602,281.8973341,46.7227061,2025-08-09T19:18:00.763279
Kepler-1573 b,Kepler-1573,1,1,Transit,2016,2.6157554,0.0364,1.2,0.10705683,,,1379.0,1.0,1.01,5808.0,1455.36,292.9883129,49.4849664,2025-08-09T19:18:00.763280
Kepler-1574 b,Kepler-1574,1,1,Transit,2016,6.9424334,0.0743,1.29,0.11508609,,,1003.0,1.08,1.06,5892.0,1384.16,292.1586689,49.6377914,2025-08-09T19:18:00.763283
Kepler-1575 b,Kepler-1575,1,1,Transit,2016,2.55314213,0.0366,1.31,0.11687037,,,1312.0,0.92,0.95,5667.0,1246.92,293.7432102,45.7615507,2025-08-09T19:18:00.763284
Kepler-1576 b,Kepler-1576,1,1,Transit,2016,6.98471973,0.07211,1.04,0.09278259,,,1059.0,1.06,1.05,5876.0,460.91,289.0739641,40.3660239,2025-08-09T19:18:00.763286
Kepler-1577 b,Kepler-1577,1,1,Transit,2016,6.30560247,0.0657,1.13,0.10081185,,,1125.0,0.74,0.78,4862.0,510.029,292.9552704,47.5730433,2025-08-09T19:18:00.763287
Kepler-1578 b,Kepler-1578,1,1,Transit,2016,1.450886907,0.0252,1.04,0.09278259,,,1700.0,0.86,0.9,5545.0,1064.05,288.3021104,47.7756227,2025-08-09T19:18:00.763288
Kepler-1579 b,Kepler-1579,1,1,Transit,2016,0.849907889,0.014,0.84,0.07493978,,,1139.0,0.7,0.75,4584.0,466.0,293.288022,43.5149061,2025-08-09T19:18:00.763291
Kepler-158 b,Kepler-158,1,3,Transit,2014,16.709184,0.111,2.12,0.189,,,500.0,0.624,0.655,4623.0,315.177,284.0323723,39.7815365,2025-08-09T19:18:00.763292
Kepler-158 c,Kepler-158,1,3,Transit,2014,28.551383,0.158,1.9,0.17,,,418.0,0.624,0.655,4623.0,315.177,284.0323723,39.7815365,2025-08-09T19:18:00.763293
Kepler-1580 b,Kepler-1580,1,1,Transit,2016,56.6449279,0.33571,2.11,0.18824159,,,733.0,2.15,1.47,6228.0,1002.02,285.9687099,41.3635264,2025-08-09T19:18:00.763295
Kepler-1581 b,Kepler-1581,1,1,Transit,2016,6.28385491,0.06865,0.8,0.07137122,,,1108.0,1.23,1.12,6022.0,493.175,287.3713199,39.6036225,2025-08-09T19:18:00.763296
Kepler-1582 b,Kepler-1582,1,1,Transit,2016,4.83817712,0.0316,1.49,0.1329289,,,354.0,0.3,0.28,3208.0,78.8906,289.3765441,41.1580845,2025-08-09T19:18:00.763298
Kepler-1583 b,Kepler-1583,1,1,Transit,2016,9.32807355,0.08307,0.6,0.05352841,,,788.0,0.91,0.94,5645.0,403.933,286.3869335,47.0165188,2025-08-09T19:18:00.763299
Kepler-1584 b,Kepler-1584,1,1,Transit,2016,13.3997099,0.1168,1.61,0.14363458,,,886.0,1.13,1.1,6069.0,1416.31,287.7626791,43.2743929,2025-08-09T19:18:00.763301
